Count,Name,Position X,Position Y,Layer,File Name,Title,Point Link
1,GFX_LINKED-15472,2363.5000,164.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-22-0
1,GFX_GROUP-15472,2363.5000,164.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-15496,2183.5000,237.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-20-0
1,GFX_GROUP-15496,2183.5000,237.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_GROUP-15490,2183.5000,197.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_GROUP-15460,2234.5000,239.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-15490,2183.5000,197.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-19-0
1,GFX_LINKED-39654,2534.5000,-680.5000,SMOKE DETECTOR,X-4TH FLOOR.dwg,,2:M3-63-0
1,GFX_GROUP-39654,2534.5000,-680.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_GROUP-39648,2534.5000,-600.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_GROUP-41924,2134.0000,-540.0000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-39648,2534.5000,-600.5000,SMOKE DETECTOR,X-4TH FLOOR.dwg,,2:M3-62-0
1,GFX_GROUP-39633,2820.0000,-550.0000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-39630,2820.0000,-574.0000,WATER FLOW,X-4TH FLOOR.dwg,,2:M3-80-0
1,GFX_LINKED-39633,2820.0000,-550.0000,TAMPER SWITCH,X-4TH FLOOR.dwg,,2:M3-81-0
1,GFX_LINKED-39615,2674.0000,-499.0000,PULL STATION,X-4TH FLOOR.dwg,,2:M3-59-0
1,GFX_GROUP-39615,2674.0000,-499.0000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-41924,2134.0000,-540.0000,TAMPER SWITCH,X-4TH FLOOR.dwg,,2:M3-77-0
1,GFX_GROUP-36860,1865.5000,-602.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-34201,1928.5000,-610.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-10-0
1,GFX_LINKED-36860,1865.5000,-602.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-9-0
1,GFX_LINKED-36857,1865.5000,-652.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-8-0
1,GFX_GROUP-36857,1865.5000,-652.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-50310,2107.0000,-540.0000,WATER FLOW,X-4TH FLOOR.dwg,,2:M3-76-0
1,GFX_GROUP-50310,2107.0000,-540.0000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_GROUP-11694,2043.0000,-596.0000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_GROUP-34201,1928.5000,-610.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-11694,2043.0000,-596.0000,PULL STATION,X-4TH FLOOR.dwg,,2:M3-65-0
1,GFX_GROUP-18531,689.5000,117.5000,BACKGROUND,X-5TH FLOOR.dwg,,
1,GFX_GROUP-25260,718.0000,0.0000,BACKGROUND,X-5TH FLOOR.dwg,,
1,GFX_LINKED-18531,689.5000,117.5000,DUCT DETECTOR,X-5TH FLOOR.dwg,,3:M4-6-0
1,GFX_LINKED-3738,585.0000,117.0000,PULL STATION,X-5TH FLOOR.dwg,,3:M4-51-0
1,GFX_GROUP-3738,585.0000,117.0000,BACKGROUND,X-5TH FLOOR.dwg,,
1,GFX_GROUP-32785,767.5000,124.5000,BACKGROUND,X-5TH FLOOR.dwg,,
1,GFX_LINKED-32791,767.5000,90.5000,DUCT DETECTOR,X-5TH FLOOR.dwg,,3:M4-7-0
1,GFX_LINKED-32785,767.5000,124.5000,DUCT DETECTOR,X-5TH FLOOR.dwg,,3:M4-4-0
1,GFX_LINKED-32797,767.5000,174.5000,DUCT DETECTOR,X-5TH FLOOR.dwg,,3:M4-5-0
1,GFX_GROUP-32797,767.5000,174.5000,BACKGROUND,X-5TH FLOOR.dwg,,
1,GFX_GROUP-6764,525.5000,138.5000,BACKGROUND,X-5TH FLOOR.dwg,,
1,GFX_LINKED-18537,627.5000,30.5000,DUCT DETECTOR,X-5TH FLOOR.dwg,,3:M4-8-0
1,GFX_GROUP-18537,627.5000,30.5000,BACKGROUND,X-5TH FLOOR.dwg,,
1,GFX_GROUP-18519,7.3449,-1.6893,DUCT DETECTOR,X-5TH FLOOR.dwg,,
1,GFX_GROUP-39630,2820.0000,-574.0000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_GROUP-13911,0.0000,1.0000,BACKGROUND,X-5TH FLOOR.dwg,,
1,GFX_GROUP-3732,435.0000,69.0000,BACKGROUND,X-5TH FLOOR.dwg,,
1,GFX_LINKED-6764,525.5000,138.5000,SMOKE DETECTOR,X-5TH FLOOR.dwg,,3:M4-1-0
1,GFX_LINKED-3732,435.0000,69.0000,TAMPER SWITCH,X-5TH FLOOR.dwg,,3:M4-47-0
1,GFX_LINKED-3755,411.0000,69.0000,WATER FLOW,X-5TH FLOOR.dwg,,3:M4-46-0
1,GFX_GROUP-3755,411.0000,69.0000,BACKGROUND,X-5TH FLOOR.dwg,,
1,GFX_GROUP-47899,1436.0000,-960.0000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-29368,2723.5000,-295.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-29-0
1,GFX_GROUP-29368,2723.5000,-295.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_GROUP-11087,2694.5000,-358.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_GROUP-11093,2726.5000,-358.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-11087,2694.5000,-358.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-88-0
1,GFX_GROUP-29374,2671.5000,-337.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-26518,586.0000,-591.0000,PULL STATION,X-4TH FLOOR.dwg,,2:M3-67-0
1,GFX_LINKED-29374,2671.5000,-337.5000,SMOKE DETECTOR,X-4TH FLOOR.dwg,,2:M3-27-0
1,GFX_LINKED-29380,2681.5000,-295.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-28-0
1,GFX_GROUP-29380,2681.5000,-295.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-11093,2726.5000,-358.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-89-0
1,GFX_GROUP-23346,1602.5000,-242.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-23376,1820.5000,-437.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-4-0
1,GFX_LINKED-23346,1602.5000,-242.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-1-0
1,GFX_LINKED-23382,1842.5000,-462.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-5-0
1,GFX_GROUP-23382,1842.5000,-462.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-5957,2683.5000,-422.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-26-0
1,GFX_GROUP-5957,2683.5000,-422.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_GROUP-5123,1853.5000,-437.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_GROUP-23376,1820.5000,-437.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-5123,1853.5000,-437.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-87-0
1,GFX_GROUP-8316,767.5000,-582.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-8344,747.5000,-612.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-50-0
1,GFX_LINKED-8316,767.5000,-582.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-49-0
1,GFX_LINKED-45633,1377.0000,-738.0000,TAMPER SWITCH,X-4TH FLOOR.dwg,,2:M3-71-0
1,GFX_GROUP-45633,1377.0000,-738.0000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-16641,750.5000,-689.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-52-0
1,GFX_GROUP-16641,750.5000,-689.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_GROUP-16629,770.5000,-649.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_GROUP-8344,747.5000,-612.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-16629,770.5000,-649.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-51-0
1,GFX_GROUP-37249,1353.0000,-738.0000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-14187,430.0000,-551.0000,TAMPER SWITCH,X-4TH FLOOR.dwg,,2:M3-83-0
1,GFX_GROUP-14187,430.0000,-551.0000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_GROUP-9305,406.0000,-551.0000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_GROUP-26518,586.0000,-591.0000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-9305,406.0000,-551.0000,WATER FLOW,X-4TH FLOOR.dwg,,2:M3-82-0
1,GFX_GROUP-3699,1227.5000,-502.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-37249,1353.0000,-738.0000,WATER FLOW,X-4TH FLOOR.dwg,,2:M3-70-0
1,GFX_LINKED-3699,1227.5000,-502.5000,DUCT DETECTOR,X-4TH FLOOR.dwg,,2:M3-93-0
1,GFX_LINKED-8321,1190.5000,-510.5000,SMOKE DETECTOR,X-4TH FLOOR.dwg,,2:M3-53-0
1,GFX_GROUP-8321,1190.5000,-510.5000,BACKGROUND,X-4TH FLOOR.dwg,,
1,GFX_LINKED-26735,775.5000,-635.5000,DUCT DETECTOR,X-5TH FLOOR.dwg,,3:M4-35-0
1,GFX_LINKED-53764,954.5000,-610.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-48-0
1,GFX_GROUP-53764,954.5000,-610.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-12648,1147.5000,-629.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-12625,1247.5000,-629.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-12648,1147.5000,-629.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M1-74-0
1,GFX_GROUP-53770,954.5000,-730.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-53782,1074.5000,-730.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-51-0
1,GFX_LINKED-53770,954.5000,-730.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-50-0
1,GFX_LINKED-53776,1074.5000,-610.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-49-0
1,GFX_GROUP-53776,1074.5000,-610.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-12625,1247.5000,-629.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M1-75-0
1,GFX_GROUP-54492,647.5000,-635.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-11858,604.0000,-610.0000,PULL STATION,X-6TH FLOOR.dwg,,3:M1-35-0
1,GFX_LINKED-54492,647.5000,-635.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-76-0
1,GFX_LINKED-11851,422.0000,-550.0000,TAMPER SWITCH,X-6TH FLOOR.dwg,,3:M1-36-0
1,GFX_GROUP-11851,422.0000,-550.0000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-12932,1409.0000,-761.0000,TAMPER SWITCH,X-6TH FLOOR.dwg,,3:M1-46-0
1,GFX_GROUP-12932,1409.0000,-761.0000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-9305,1384.0000,-761.0000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-11858,604.0000,-610.0000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-9305,1384.0000,-761.0000,PULL STATION,X-6TH FLOOR.dwg,,3:M1-47-0
1,GFX_GROUP-20780,2073.5000,-697.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-20786,2053.5000,-742.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-10-0
1,GFX_LINKED-20780,2073.5000,-697.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M6-12-0
1,GFX_LINKED-13141,2044.5000,-693.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-13-0
1,GFX_GROUP-13141,2044.5000,-693.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-20798,2105.5000,-685.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-16-0
1,GFX_GROUP-20798,2105.5000,-685.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-17372,2091.5000,-738.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-20786,2053.5000,-742.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-17372,2091.5000,-738.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-11-0
1,GFX_GROUP-17736,1805.5000,-702.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-53788,1200.5000,-500.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-77-0
1,GFX_GROUP-53788,1200.5000,-500.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-50557,1000.0000,-750.0000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-53782,1074.5000,-730.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-50557,1000.0000,-750.0000,TAMPER SWITCH,X-6TH FLOOR.dwg,,3:M1-81-0
1,GFX_GROUP-20747,1865.5000,-501.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-17736,1805.5000,-702.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-9-0
1,GFX_LINKED-20747,1865.5000,-501.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-6-0
1,GFX_GROUP-56567,1436.0000,-960.0000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-56577,1436.0000,-960.0000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-11854,456.0000,-550.0000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-8537,2323.5000,-702.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-23409,2229.5000,-582.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-20-0
1,GFX_LINKED-8537,2323.5000,-702.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-43-0
1,GFX_LINKED-23403,2323.5000,-622.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-44-0
1,GFX_GROUP-23403,2323.5000,-622.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-21331,2431.5000,-577.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-40-0
1,GFX_GROUP-21331,2431.5000,-577.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-21325,2598.5000,-495.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-23409,2229.5000,-582.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-21325,2598.5000,-495.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-70-0
1,GFX_GROUP-13261,2454.5000,-680.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-18537,2767.0000,-550.0000,TAMPER SWITCH,X-6TH FLOOR.dwg,,3:M6-62-0
1,GFX_GROUP-18537,2767.0000,-550.0000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-23463,2623.5000,-502.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-21319,2652.5000,-495.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-23463,2623.5000,-502.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-71-0
1,GFX_GROUP-13255,2454.5000,-620.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-13261,2454.5000,-680.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M6-83-0
1,GFX_LINKED-13255,2454.5000,-620.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M6-82-0
1,GFX_LINKED-23457,2683.5000,-662.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-74-0
1,GFX_GROUP-23457,2683.5000,-662.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-2611,2403.5000,-582.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-41-0
1,GFX_GROUP-2611,2403.5000,-582.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-23427,2423.5000,-642.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-23433,2359.5000,-602.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-23427,2423.5000,-642.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-42-0
1,GFX_GROUP-2919,2203.5000,-624.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-11854,456.0000,-550.0000,PULL STATION,X-6TH FLOOR.dwg,,3:M1-37-0
1,GFX_LINKED-2919,2203.5000,-624.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-80-0
1,GFX_LINKED-2593,2423.5000,-682.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-54-0
1,GFX_GROUP-2593,2423.5000,-682.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-23433,2359.5000,-602.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-46-0
1,GFX_GROUP-23445,2763.5000,-602.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-16489,2683.5000,-602.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-75-0
1,GFX_LINKED-23445,2763.5000,-602.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-77-0
1,GFX_LINKED-23439,2763.5000,-662.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-76-0
1,GFX_GROUP-23439,2763.5000,-662.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-23421,2283.5000,-702.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-81-0
1,GFX_GROUP-23421,2283.5000,-702.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-23397,2283.5000,-622.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-16489,2683.5000,-602.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-23397,2283.5000,-622.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-45-0
1,GFX_GROUP-57809,1478.5000,-640.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-57785,1478.5000,-587.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-27-0
1,GFX_LINKED-57809,1478.5000,-640.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-29-0
1,GFX_LINKED-57821,1538.5000,-525.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-26-0
1,GFX_GROUP-57821,1538.5000,-525.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-4095,1560.0000,-666.0000,HIGH  LOW,X-6TH FLOOR.dwg,,3:M1-89-0
1,GFX_GROUP-4095,1560.0000,-666.0000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-4089,1457.0000,-666.0000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-57785,1478.5000,-587.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-4089,1457.0000,-666.0000,HIGH  LOW,X-6TH FLOOR.dwg,,3:M1-88-0
1,GFX_GROUP-63403,1666.5000,-510.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-63315,1572.5239,-614.4669,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-23-0
1,GFX_GROUP-63315,1572.5239,-614.4669,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-63397,1512.5239,-614.4669,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-63395,1512.5239,-614.4669,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-22-0
1,GFX_GROUP-63395,1512.5239,-614.4669,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-63327,1512.5239,-661.4669,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-63403,1666.5000,-510.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-3-0
1,GFX_GROUP-63325,1512.5239,-661.4669,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-63317,1572.5239,-614.4669,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-63325,1512.5239,-661.4669,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-24-0
1,GFX_GROUP-2480,1414.5000,-390.5000,BACKGROUND,X-7TH FLOOR MEZZ.dwg,,
1,GFX_LINKED-18329,1422.0000,-330.0000,PULL STATION,X-7TH FLOOR MEZZ.dwg,,Color Link: 3:M2-102-0
1,GFX_LINKED-2480,1414.5000,-390.5000,SMOKE DETECTOR,X-7TH FLOOR MEZZ.dwg,,Color Link: 3:M2-104-0
1,GFX_LINKED-18320,1394.5000,-350.5000,SMOKE DETECTOR,X-7TH FLOOR MEZZ.dwg,,Color Link: 3:M2-107-0
1,GFX_GROUP-18320,1394.5000,-350.5000,BACKGROUND,X-7TH FLOOR MEZZ.dwg,,
1,GFX_LINKED-7165,2377.0000,209.0000,HIGH  LOW,X-7TH FLOOR MEZZ.dwg,,Color Link: 3:M2-55-0
1,GFX_GROUP-7165,2377.0000,209.0000,BACKGROUND,X-7TH FLOOR MEZZ.dwg,,
1,GFX_GROUP-7167,2352.0000,209.0000,BACKGROUND,X-7TH FLOOR MEZZ.dwg,,
1,GFX_GROUP-18329,1422.0000,-330.0000,BACKGROUND,X-7TH FLOOR MEZZ.dwg,,
1,GFX_LINKED-7167,2352.0000,209.0000,HIGH  LOW,X-7TH FLOOR MEZZ.dwg,,Color Link: 3:M2-13-0
1,GFX_GROUP-43771,1905.5000,-462.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-43759,1545.5000,-222.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-2-0
1,GFX_GROUP-43759,1545.5000,-222.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-43741,1456.5000,-220.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-43836,1436.0000,-480.0000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-43741,1456.5000,-220.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M6-1-0
1,GFX_GROUP-43747,1805.5000,-422.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-43771,1905.5000,-462.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-5-0
1,GFX_LINKED-43747,1805.5000,-422.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-4-0
1,GFX_LINKED-43765,1705.5000,-222.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-3-0
1,GFX_GROUP-43765,1705.5000,-222.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-63357,1452.5239,-614.4669,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-14764,2072.0000,-636.0000,PULL STATION,X-6TH FLOOR.dwg,,3:M6-15-0
1,GFX_GROUP-14764,2072.0000,-636.0000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-14775,2120.0000,-542.0000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-14772,2118.0000,-516.0000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-14775,2120.0000,-542.0000,PULL STATION,X-6TH FLOOR.dwg,,3:M6-63-0
1,GFX_GROUP-57803,1538.5000,-640.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-57797,1538.5000,-587.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-28-0
1,GFX_LINKED-57803,1538.5000,-640.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-30-0
1,GFX_LINKED-14784,1828.5000,-670.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M6-8-0
1,GFX_GROUP-14784,1828.5000,-670.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-14772,2118.0000,-516.0000,TAMPER SWITCH,X-6TH FLOOR.dwg,,3:M6-64-0
1,GFX_GROUP-20804,2103.5000,-633.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-20759,2094.5000,-530.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-24-0
1,GFX_LINKED-20804,2103.5000,-633.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-18-0
1,GFX_LINKED-20792,2103.5000,-658.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-17-0
1,GFX_GROUP-20792,2103.5000,-658.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-20729,1996.5000,-510.5000,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M6-26-0
1,GFX_GROUP-20729,1996.5000,-510.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-20741,1825.5000,-501.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-20759,2094.5000,-530.5000,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-20741,1825.5000,-501.5000,DUCT DETECTOR,X-6TH FLOOR.dwg,,3:M6-7-0
1,GFX_GROUP-63385,1512.5239,-554.4669,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-63387,1512.5239,-554.4669,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-63385,1512.5239,-554.4669,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-19-0
1,GFX_GROUP-63345,1452.5239,-554.4669,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_GROUP-63347,1452.5239,-554.4669,BACKGROUND,X-6TH FLOOR.dwg,,
1,GFX_LINKED-63355,1452.5239,-614.4669,SMOKE DETECTOR,X-6TH FLOOR.dwg,,3:M1-21-0
